"Year","Estimated Value","Sale Price","num_rooms","num_bathrooms","carpet_area","property_tax_rate","Date","Locality","Property","Residential","Face"
2013,NA,118005,3,1,1074,1.020333,2013-02-24,"Waterbury","Single Family","Detached House","North"
2013,211200,1e+05,6,6,NA,1.020333,2013-02-28,"Bridgeport","Three Family","Triplex","North"
2013,97340,21000,3,3,956,1.020333,2013-02-28,"Waterbury","Single Family","Detached House","East"
2013,172130,188000,4,4,1399,1.020333,2013-02-28,"Bridgeport","Two Family","Duplex","South"
2013,632660,775000,3,3,1031,1.020333,2013-02-28,"Norwalk","?","Detached House","North"
2013,188070,165000,4,3,1256,1.020333,2013-02-28,"Bridgeport","Two Family","Duplex","West"
2013,116770,145900,NA,1,1045,1.020333,2013-03-01,"Waterbury","Single Family","Detached House","North"
2013,98840,15512,4,4,1262,1.020333,2013-03-01,"Waterbury","Two Family","Duplex","South"
2013,87850,13115,3,1,971,1.020333,2013-03-01,"Waterbury","Single Family","Detached House","East"
2013,131880,130000,3,1,NA,1.020333,2013-03-01,"Waterbury","Single Family","Detached House","East"
2013,117690,177000,3,2,1017,1.020333,2013-03-02,"Bridgeport","Single Family","Detached House","South"
2013,433630,65000,3,2,NA,1.020333,2013-03-02,"Stamford","Single Family","Detached House","North"
2013,228540,168000,4,2,NA,1.020333,2013-03-02,"Bridgeport","Two Family","Duplex","South"
2013,87720,36000,3,3,960,1.020333,2013-03-02,"Waterbury","Single Family","Detached House","South"
2013,157670,51000,4,3,1372,1.020333,2013-03-03,"Bridgeport","?","Duplex","East"
2013,103990,130000,3,3,934,1.020333,2013-03-03,NA,"Single Family","Detached House","East"
2013,275410,172500,3,2,NA,1.020333,2013-03-03,NA,"Single Family","Detached House","North"
2013,138740,4500,3,3,910,1.020333,2013-03-04,NA,"Single Family","Detached House","South"
2013,128760,50000,3,1,936,1.020333,2013-03-08,"Waterbury","?","Detached House","South"
2013,407680,597500,3,3,1078,1.020333,2013-03-09,"Norwalk","Single Family","Detached House","North"
2013,131980,38500,8,8,2751,1.020333,2013-03-09,"Waterbury","Four Family","Fourplex","North"
2013,109840,135000,3,1,1010,1.020333,2013-03-09,"Waterbury","?","Detached House","East"
2013,208570,170000,3,3,NA,1.020333,2013-03-14,"Bridgeport","Single Family","Detached House","North"
2013,NA,165100,3,3,937,1.020333,2013-03-14,"West Hartford","Single Family","Detached House","North"
2013,516410,500050,3,3,1095,1.020333,2013-03-15,"Stamford","Single Family","Detached House","West"
2013,104140,31000,30,2,NA,1.020333,2013-03-17,"Bridgeport","Single Family","Detached House","North"
2013,131580,64900,4,4,1402,1.020333,2013-03-17,"Bridgeport","?","Duplex","East"
2013,11816000,1150000,3,2,1073,1.020333,2013-03-18,"Norwalk","?","Detached House","West"
2013,NA,84500,3,2,NA,1.020333,2013-03-18,"Waterbury","Single Family","Detached House","South"
2013,84130,109900,3,3,985,1.020333,2013-03-18,"Waterbury","Single Family","Detached House","North"
2013,529960,515000,30,1,1033,1.020333,2013-03-18,"Stamford","Single Family",NA,"South"
2013,297420,264500,3,3,NA,1.020333,2013-03-21,"Stamford","Single Family","Detached House","East"
2013,575150,610000,3,3,954,1.020333,2013-03-21,"Stamford","Single Family","Detached House",NA
2013,183090,68990,4,4,NA,1.020333,2013-03-23,"Bridgeport","Two Family","Duplex","West"
2013,246750,339900,3,3,1090,1.020333,2013-03-23,"Norwalk","Single Family","Detached House","South"
2013,150540,22236,8,8,2678,1.020333,2013-03-24,"Waterbury","Four Family","Fourplex","South"
2013,NA,290000,3,3,1056,1.020333,2013-03-24,"Stamford","Single Family","Detached House","East"
2013,NA,195000,4,3,NA,1.020333,2013-03-24,"Bridgeport","?","Duplex","West"
2013,253700,315000,3,3,NA,1.020333,2013-03-28,"West Hartford","Single Family","Detached House","South"
2013,302490,230000,3,2,925,1.020333,2013-03-30,"Stamford","?","Detached House","East"
2013,86490,37000,3,2,NA,1.020333,2013-03-30,"Waterbury","?","Detached House","South"
2013,340480,572500,3,1,NA,1.020333,2013-03-30,"Norwalk","Single Family","Detached House","South"
2013,151320,1e+05,3,2,1052,1.020333,2013-03-30,"Bridgeport","?","Detached House","North"
2013,134350,178000,4,4,1484,1.020333,2013-03-31,NA,"Two Family","Duplex","South"
2013,143610,144000,3,3,NA,1.020333,2013-03-31,"Waterbury","Single Family","Detached House","South"
2013,143560,37500,6,4,NA,10.20333,2013-03-31,"Waterbury","Three Family","Triplex","East"
2013,278800,475000,3,2,1018,1.020333,2013-03-31,"West Hartford","?","Detached House","South"
2013,117710,52000,3,2,1034,1.020333,2013-03-31,NA,"Single Family","Detached House","East"
2013,242900,102000,3,3,989,1.020333,2013-04-04,"Norwalk","?","Detached House","South"
2013,NA,285000,3,3,958,1.020333,2013-04-04,"West Hartford","Single Family","Detached House","South"
2013,NA,152300,3,3,1017,1.020333,2013-04-05,NA,"Single Family","Detached House","North"
2013,319270,215600,6,4,2143,1.020333,2013-04-05,NA,"Three Family","Triplex","North"
2013,362000,605000,3,1,933,1.020333,2013-04-05,"West Hartford","Single Family","Detached House","South"
2013,159310,117500,4,4,NA,1.020333,2013-04-08,"Waterbury","Two Family","Duplex","South"
2013,175820,136000,3,2,915,1.020333,2013-04-11,"Bridgeport","Single Family","Detached House","East"
2013,131340,55000,3,2,NA,1.020333,2013-04-11,"Waterbury","Single Family","Detached House","North"
2013,NA,535000,3,2,NA,1.020333,2013-04-12,NA,"Single Family","Detached House","North"
2013,317200,356250,3,2,NA,1.020333,2013-04-12,"West Hartford","Single Family","Detached House","South"
2013,1548630,1695000,3,3,NA,1.020333,2013-04-13,"Stamford","Single Family","Detached House","South"
2013,106040,63000,3,1,999,1.020333,2013-04-14,"Bridgeport","Single Family","Detached House","East"
2013,360900,420000,3,1,NA,1.020333,2013-04-14,"West Hartford","Single Family","Detached House","South"
2013,180120,106250,3,1,903,1.020333,2013-04-14,"Waterbury","Single Family","Detached House","South"
2013,723380,725000,3,3,1033,1.020333,2013-04-15,"Norwalk","?","Detached House","South"
2013,355810,430000,3,1,1095,1.020333,2013-04-15,"Norwalk","Single Family","Detached House","South"
2013,92670,48000,3,2,NA,1.020333,2013-04-18,"Waterbury","Single Family","Detached House","North"
2013,91480,37500,4,4,1236,1.020333,2013-04-18,"Waterbury","Two Family","Duplex","South"
2013,153260,78200,6,4,1990,1.020333,2013-04-18,"Waterbury","?","Triplex","West"
2013,185450,129000,4,2,1448,1.020333,2013-04-18,"Waterbury","Two Family","Duplex","West"
2013,NA,2000,4,4,NA,10.20333,2013-04-19,"Waterbury","Two Family","Duplex","East"
2013,170250,120000,4,2,NA,1.020333,2013-04-20,"Bridgeport","Two Family","Duplex","South"
2013,222040,NA,3,2,1006,1.020333,2013-04-20,"Stamford","Single Family","Detached House","East"
2013,149570,208000,4,3,NA,1.020333,2013-04-21,"Bridgeport","Two Family","Duplex","South"
2013,117960,40000,3,1,NA,1.020333,2013-04-21,"Bridgeport","Single Family","Detached House","East"
2013,NA,1500000,3,2,967,1.020333,2013-04-25,"Bridgeport","Single Family","Detached House","South"
2013,106960,30000,3,3,944,1.020333,2013-04-25,"Bridgeport","Single Family","Detached House","West"
2013,242300,350000,3,1,NA,1.020333,2013-04-25,"West Hartford","?","Detached House","North"
2013,NA,710000,3,3,912,1.020333,2013-04-26,"Stamford","Single Family","Detached House","North"
NA,NA,280000,3,3,1026,1.020333,2013-04-26,"West Hartford","Single Family","Detached House","North"
2013,93300,85000,3,1,NA,1.020333,2013-04-26,NA,"Single Family","Detached House","East"
2013,NA,280000,3,3,NA,1.020333,2013-04-28,"West Hartford","Single Family","Detached House","East"
2013,103310,76000,3,1,1018,1.020333,2013-04-28,"Bridgeport","Single Family","Detached House","East"
2013,131400,116000,3,2,NA,1.020333,2013-04-28,"Bridgeport","?","Detached House","North"
2013,156780,130000,3,1,959,1.020333,2013-04-28,NA,"Single Family","Detached House","South"
2013,135640,98750,3,1,1026,1.020333,2013-04-28,"Bridgeport","Single Family","Detached House","East"
2013,NA,168000,3,3,968,1.020333,2013-04-29,NA,"Single Family","Detached House","West"
2013,417480,669800,3,2,NA,1.020333,2013-04-29,"Norwalk","?","Detached House","West"
2013,NA,382000,3,2,NA,1.020333,2013-05-02,"Norwalk","Single Family","Detached House","East"
2013,92680,1e+05,3,1,1013,1.020333,2013-05-02,"Bridgeport","Single Family","Detached House","East"
2013,115580,44900,4,3,1295,1.020333,2013-05-02,NA,"Two Family","Duplex","East"
2013,412790,759000,3,1,1031,1.020333,2013-05-02,"Norwalk","Single Family","Detached House","East"
2013,NA,915000,3,2,1000,1.020333,2013-05-02,"Norwalk","Single Family","Detached House","South"
2013,137100,30000,3,2,911,1.020333,2013-05-03,NA,"Single Family","Detached House","West"
2013,331590,370000,3,2,NA,1.020333,2013-05-03,"Stamford","Single Family","Detached House","South"
2013,150110,175000,3,2,1072,1.020333,2013-05-03,"Waterbury","Single Family","Detached House","South"
2013,146490,114750,3,1,1076,1.020333,2013-05-03,"Bridgeport","Single Family","Detached House","East"
2013,858340,1299000,3,1,992,1.020333,2013-05-05,"Norwalk","Single Family","Detached House","East"
2013,404980,517500,3,2,1009,1.020333,2013-05-06,"Stamford","Single Family","Detached House","South"
2013,153070,144900,3,3,1027,1.020333,2013-05-06,"Waterbury","Single Family","Detached House","West"
2013,171670,1e+05,6,4,2196,1.020333,2013-05-10,"Bridgeport","Three Family","Triplex","East"
2013,396410,555000,3,3,958,1.020333,2013-05-10,"Norwalk","?","Detached House","South"
2013,235830,240000,3,3,NA,1.020333,2013-05-12,NA,"Single Family","Detached House","North"
2013,318220,426500,3,3,1027,1.020333,2013-05-13,"Norwalk","Single Family","Detached House","South"
2013,141730,37000,6,4,2091,1.020333,2013-05-13,"Waterbury","Three Family","Triplex","North"
2013,156230,116000,3,2,982,1.020333,2013-05-16,"Bridgeport","Single Family","Detached House","North"
2013,167220,153000,6,6,2093,1.020333,2013-05-16,"Waterbury","Three Family","Triplex","South"
2013,132230,130000,3,2,971,1.020333,2013-05-16,"Waterbury","Single Family","Detached House","East"
2013,NA,367400,3,2,NA,1.020333,2013-05-16,"West Hartford","Single Family","Detached House","West"
2013,252420,277500,3,2,970,1.020333,2013-05-17,"Norwalk","?","Detached House","South"
2013,307090,337500,3,3,1050,1.020333,2013-05-17,"Stamford","Single Family","Detached House","North"
2013,169570,236000,4,4,NA,1.020333,2013-05-17,NA,"Two Family","Duplex","East"
2013,261200,85000,3,2,1056,1.020333,2013-05-18,"West Hartford","Single Family","Detached House","East"
2013,360500,790000,3,1,NA,1.020333,2013-05-18,"Bridgeport","Single Family","Detached House","South"
2013,455040,615000,3,2,924,1.020333,2013-05-18,"Stamford","Single Family","Detached House","North"
2013,384910,390000,3,2,NA,1.020333,2013-05-19,"Stamford","?","Detached House","North"
2013,1284010,1780000,3,1,NA,1.020333,2013-05-19,"Norwalk","?","Detached House","East"
2013,223720,312500,3,3,NA,1.020333,2013-05-20,"Norwalk","?","Detached House","West"
2013,NA,140000,3,1,1038,1.020333,2013-05-20,"Waterbury","Single Family","Detached House","West"
2013,111580,55000,3,2,990,1.020333,2013-05-23,"Waterbury","Single Family","Detached House","South"
2013,259700,98000,8,7,2419,1.020333,2013-05-23,"Bridgeport","Four Family","Fourplex","West"
2013,NA,577500,3,3,NA,1.020333,2013-05-23,"Norwalk","Single Family","Detached House","North"
NA,183000,143000,4,2,1369,1.020333,2013-05-24,"Bridgeport","?","Duplex","East"
2013,211610,159900,3,2,1004,1.020333,2013-05-24,"Waterbury","Single Family","Detached House","South"
2013,NA,250000,3,1,1016,1.020333,2013-05-26,"West Hartford","Single Family","Detached House","West"
2013,192200,291000,3,2,1024,1.020333,2013-05-26,"West Hartford","Single Family","Detached House","North"
2013,407120,770000,3,2,936,1.020333,2013-05-27,"Norwalk","?","Detached House","West"
2013,NA,335000,3,1,987,1.020333,2013-05-27,"Waterbury","Single Family","Detached House","North"
2013,85850,60000,3,2,1082,1.020333,2013-05-27,"Waterbury","Single Family","Detached House","East"
NA,150970,135000,3,1,1011,1.020333,2013-05-27,"Waterbury","Single Family","Detached House","North"
2013,366860,555000,3,2,916,1.020333,2013-05-27,"Stamford","Single Family","Detached House","North"
2013,94950,107500,3,3,909,1.020333,2013-05-27,"Waterbury","?","Detached House","South"
2013,189840,2262500,8,8,2525,1.020333,2013-05-27,"Waterbury","?","Fourplex","North"
2013,192260,235000,3,1,1033,1.020333,2013-05-31,"Bridgeport","Single Family","Detached House","North"
2013,142230,155000,3,2,933,1.020333,2013-05-31,"Bridgeport","Single Family","Detached House","West"
2013,73670,189900,3,3,952,1.020333,2013-06-01,"Waterbury","?","Detached House","East"
2013,NA,379000,3,3,NA,1.020333,2013-06-01,NA,"Single Family","Detached House","East"
2013,391050,345000,3,2,NA,1.020333,2013-06-02,"Stamford","Single Family","Detached House","East"
2013,206800,342000,3,3,NA,1.020333,2013-06-02,NA,"Single Family","Detached House","East"
2013,580340,NA,3,2,1086,1.020333,2013-06-02,"Stamford","?","Detached House","West"
2013,NA,565000,3,1,NA,1.020333,2013-06-06,NA,"Single Family","Detached House","West"
2013,260300,390000,3,2,NA,1.020333,2013-06-06,"West Hartford","Single Family","Detached House","East"
2013,312900,412000,3,3,1020,1.020333,2013-06-06,"West Hartford",NA,"Detached House","West"
2013,138440,120000,6,5,1903,1.020333,2013-06-06,"Bridgeport","Three Family","Triplex","North"
2013,128640,82000,4,4,1421,1.020333,2013-06-06,"Waterbury","Two Family","Duplex","West"
2013,84370,30000,3,3,1010,1.020333,2013-06-07,"Waterbury","Single Family","Detached House","South"
2013,171670,1e+05,6,6,2054,1.020333,2013-06-07,"Bridgeport","Three Family","Triplex","West"
2013,146200,237000,3,3,1034,1.020333,2013-06-08,"West Hartford","?",NA,"West"
20130,NA,31500,4,2,1275,NA,2013-06-08,"Waterbury","Two Family","Duplex","North"
2013,238300,302500,3,2,909,1.020333,2013-06-09,NA,"?","Detached House","West"
2013,622530,749000,3,2,NA,1.020333,2013-06-09,"Stamford","?","Detached House","North"
2013,177700,121000,3,1,1063,1.020333,2013-06-09,NA,"Single Family","Detached House","East"
2013,271250,379000,3,2,NA,1.020333,2013-06-10,"Norwalk","?","Detached House","North"
2013,129640,17000,8,8,NA,1.020333,2013-06-10,"Waterbury","Four Family","Fourplex","North"
2013,121240,95000,4,3,1484,1.020333,2013-06-13,"Bridgeport","Two Family","Duplex","West"
2013,94830,90000,3,2,NA,1.020333,2013-06-13,"Waterbury","Single Family","Detached House","West"
2013,111470,35000,6,6,1802,1.020333,2013-06-13,NA,"Three Family","Triplex","North"
2013,177300,172500,3,1,976,1.020333,2013-06-14,"West Hartford","Single Family","Detached House","North"
2013,106950,NA,3,1,NA,1.020333,2013-06-14,NA,"Single Family","Detached House","West"
2013,141830,135000,3,2,1002,1.020333,2013-06-14,NA,"?","Detached House","South"
2013,132590,157000,6,6,2040,1.020333,2013-06-14,"Bridgeport","Three Family","Triplex","East"
2013,91040,113998,3,2,962,1.020333,2013-06-14,"Waterbury","?","Detached House","East"
2013,585650,415000,3,2,913,1.020333,2013-06-15,"Stamford","Single Family","Detached House","West"
2013,975290,1345000,3,1,941,1.020333,2013-06-17,"Stamford","?","Detached House","North"
2013,188610,235000,3,3,NA,1.020333,2013-06-20,"Bridgeport","Single Family","Detached House","South"
2013,168000,210000,3,2,1079,1.020333,2013-06-20,"West Hartford","Single Family","Detached House","South"
2013,97630,64000,3,3,1016,1.020333,2013-06-20,"Bridgeport","?","Detached House","North"
2013,615330,612000,3,3,930,1.020333,2013-06-20,"Stamford","Single Family","Detached House","East"
2013,NA,36000,4,3,1310,1.020333,2013-06-21,"Bridgeport","Two Family","Duplex","North"
2013,155630,85000,3,3,NA,1.020333,2013-06-21,"Bridgeport","Single Family","Detached House","East"
2013,332800,409000,3,3,NA,1.020333,2013-06-21,"West Hartford","Single Family","Detached House","East"
2013,104500,39000,6,6,1882,1.020333,2013-06-21,"Waterbury","Three Family","Triplex","North"
2013,154100,75000,3,2,NA,1.020333,2013-06-22,"Bridgeport","Single Family","Detached House","North"
2013,NA,4000,6,6,1981,1.020333,2013-06-22,"Waterbury","?","Triplex","South"
2013,214000,205000,3,1,NA,1.020333,2013-06-23,"West Hartford","?","Detached House","East"
2013,150040,160000,3,3,1029,1.020333,2013-06-23,"Waterbury","Single Family","Detached House","South"
2013,NA,49000,3,3,NA,1.020333,2013-06-24,"Waterbury","Single Family","Detached House","East"
2013,403340,7e+05,3,2,920,1.020333,2013-06-27,"Norwalk","?","Detached House","West"
2013,440700,635000,3,3,1040,1.020333,2013-06-27,"West Hartford","Single Family","Detached House","North"
2013,196100,275000,3,2,929,1.020333,2013-06-27,"West Hartford","Single Family","Detached House","West"
2013,NA,448000,30,NA,1034,1.020333,2013-06-27,"West Hartford","?","Detached House","West"
2013,280400,424000,3,2,916,1.020333,2013-06-28,NA,"Single Family","Detached House","South"
2013,738830,687500,3,2,960,1.020333,2013-06-28,"Stamford","?","Detached House","West"
2013,306000,460000,3,3,943,1.020333,2013-06-28,NA,"Single Family","Detached House","South"
2013,241500,270000,3,1,1032,1.020333,2013-06-28,"Norwalk","Single Family","Detached House","North"
